"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"The Z Hotel Soho","Quartiere di Westminster, Londra Mostra sulla mappa","£50","1 notte, 1 adulto","Camera Singola","1 letto singolo","8,2","Ottimo","4.123 recensioni","https://www.booking.com/hotel/gb/the-z-hotels-soho.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=34445701_91923241_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=132&highlighted_blocks=34445701_91923241_0_0_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=34445701_91923241_0_0_0__5000&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Z Hotel Gloucester Place","Quartiere di Westminster, Londra Mostra sulla mappa","£50","1 notte, 1 adulto","Camera Singola","1 letto singolo","8,6","Favoloso","3.496 recensioni","https://www.booking.com/hotel/gb/z-at-gloucester-place.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=169359801_89875072_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=133&highlighted_blocks=169359801_89875072_0_0_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=169359801_89875072_0_0_0__5000&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Z Hotel Victoria","Quartiere di Westminster, Londra Mostra sulla mappa","£50","1 notte, 1 adulto","Camera Matrimoniale senza Finestra","1 letto matrimoniale alla francese","8,4","Ottimo","4.958 recensioni","https://www.booking.com/hotel/gb/the-z-victoria.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=39027801_91925917_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=134&highlighted_blocks=39027801_91925917_0_0_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=39027801_91925917_0_0_0__5000&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Z Hotel Holborn","Camden, Londra Mostra sulla mappa","£50","1 notte, 1 adulto","Camera Matrimoniale Z Inside (senza finestra)","1 letto matrimoniale alla francese","8,7","Favoloso","1.580 recensioni","https://www.booking.com/hotel/gb/z-holborn.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=547293501_197707915_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=135&highlighted_blocks=547293501_197707915_0_0_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=547293501_197707915_0_0_0__5000&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Z Hotel Shoreditch","Islington, Londra Mostra sulla mappa","£50","1 notte, 1 adulto","Camera Matrimoniale senza Finestra","1 letto matrimoniale alla francese","8,5","Ottimo","3.846 recensioni","https://www.booking.com/hotel/gb/the-z-shoreditch.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=129348203_91951277_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=136&highlighted_blocks=129348203_91951277_0_0_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=129348203_91951277_0_0_0__5000&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Z Hotel City","City di Londra, Londra Mostra sulla mappa","£50","1 notte, 1 adulto","Camera Singola","1 letto singolo","8,5","Ottimo","4.899 recensioni","https://www.booking.com/hotel/gb/z-hotels-city.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=152771301_88027904_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=137&highlighted_blocks=152771301_88027904_0_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=152771301_88027904_0_0_0__5000&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Paddington Apartments","Quartiere di Westminster, Londra Mostra sulla mappa","£46","1 notte, 1 adulto","Monolocale (2 Adulti)","1 letto matrimoniale alla francese","8,0","Ottimo","1.569 recensioni","https://www.booking.com/hotel/gb/lancaster-gate-suites.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=28473901_270810849_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=138&highlighted_blocks=28473901_270810849_0_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=28473901_270810849_0_0_0__4550&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Z Hotel Trafalgar","Quartiere di Westminster, Londra Mostra sulla mappa","£50","1 notte, 1 adulto","Camera Matrimoniale Z Inside (senza finestra)","1 letto matrimoniale alla francese","8,8","Favoloso","1.531 recensioni","https://www.booking.com/hotel/gb/z-trafalgar.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=547297901_197711219_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=139&highlighted_blocks=547297901_197711219_0_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=547297901_197711219_0_0_0__5000&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"CitySpace Borough","Southwark, Londra Mostra sulla mappa","£46","1 notte, 1 adulto","Camera Singola con Bagno Privato Esterno","1 letto singolo","7,7","Buono","812 recensioni","https://www.booking.com/hotel/gb/london-city.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=3443101_279441021_0_10_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=140&highlighted_blocks=3443101_279441021_0_10_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3443101_279441021_0_10_0__4549&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Searchkey","Camden, Londra Mostra sulla mappa","£46","1 notte, 1 adulto","Camera Matrimoniale Budget","12 letti matrimoniali alla francese","3,5","Punteggio medio","20 recensioni","https://www.booking.com/hotel/gb/65-chalton-street.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=425086207_179453281_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=141&highlighted_blocks=425086207_179453281_2_0_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=425086207_179453281_2_0_0__4550&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"COMFORT STAYS AT ST.GEORGE APARTMENTS","Kensington e Chelsea, Londra Mostra sulla mappa","£46","1 notte, 1 adulto","Appartamento Monolocale","2 letti singoli","","","","https://www.booking.com/hotel/gb/comfort-stays-at-st-george-apartments.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=691229201_284983351_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=142&highlighted_blocks=691229201_284983351_1_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=691229201_284983351_1_0_0__4586&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Cleveland","Quartiere di Westminster, Londra Mostra sulla mappa","£51","1 notte, 1 adulto","Monolocale Singolo","1 letto singolo","8,2","Ottimo","592 recensioni","https://www.booking.com/hotel/gb/cleveland-square.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=3574907_95326990_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=143&highlighted_blocks=3574907_95326990_0_0_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3574907_95326990_0_0_0__5100&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Best Western Buckingham Palace Rd","Quartiere di Westminster, Londra Mostra sulla mappa","£52","1 notte, 1 adulto","Camera Singola Standard","1 letto singolo","8,0","Ottimo","4.506 recensioni","https://www.booking.com/hotel/gb/bestwesternbuckinghampalacerd.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=22238507_274563744_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=144&highlighted_blocks=22238507_274563744_1_0_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=22238507_274563744_1_0_0__5199&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"easyHotel Victoria","Quartiere di Westminster, Londra Mostra sulla mappa","£52","1 notte, 1 adulto","Camera Matrimoniale Piccola","1 letto matrimoniale alla francese","6,5","Punteggio medio","3.972 recensioni","https://www.booking.com/hotel/gb/easy-victoria.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=166601202_277481956_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=145&highlighted_blocks=166601202_277481956_0_0_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=166601202_277481956_0_0_0__5199&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Pack And Carriage London","Camden, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale alla francese","7,9","Buono","1.223 recensioni","https://www.booking.com/hotel/gb/the-pack-and-carriage-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=412389501_276358229_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=146&highlighted_blocks=412389501_276358229_0_1_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=412389501_276358229_0_1_0__4495&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Kings Cross Hotel","Camden, Londra Mostra sulla mappa","£47","1 notte, 1 adulto","Camera Singola con Bagno Privato","1 letto singolo","7,0","Buono","1.104 recensioni","https://www.booking.com/hotel/gb/kings-cross-london1.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=282281207_270927827_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=147&highlighted_blocks=282281207_270927827_0_0_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=282281207_270927827_0_0_0__4703&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Lovely House in Heart of London-Victoria","Quartiere di Westminster, Londra Mostra sulla mappa","£48","1 notte, 1 adulto","Camera Matrimoniale Piccola","1 letto matrimoniale alla francese","6,7","Punteggio medio","3 recensioni","https://www.booking.com/hotel/gb/lovely-house-in-heart-of-london-victoria.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=603336204_236714592_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=148&highlighted_blocks=603336204_236714592_1_0_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=603336204_236714592_1_0_0__4755&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Twenty Nevern Square Hotel","Kensington e Chelsea, Londra Mostra sulla mappa","£53","1 notte, 1 adulto","Camera Matrimoniale Piccola","1 letto matrimoniale alla francese","8,4","Ottimo","937 recensioni","https://www.booking.com/hotel/gb/twentynevernsquare.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=4633_90863839_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=149&highlighted_blocks=4633_90863839_0_1_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=4633_90863839_0_1_0__5300&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Notting Hill Gate Hotel","Kensington e Chelsea, Londra Mostra sulla mappa","£48","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","7,1","Buono","1.278 recensioni","https://www.booking.com/hotel/gb/notting-hill-gate.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=17763701_276143431_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=150&highlighted_blocks=17763701_276143431_1_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=17763701_276143431_1_0_0__4823&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Strathmore Hotel","Kensington e Chelsea, Londra Mostra sulla mappa","£53","1 notte, 1 adulto","Camera Singola Standard","1 letto singolo","7,9","Buono","1.023 recensioni","https://www.booking.com/hotel/gb/grange-strathmore.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=3773603_86722311_0_42_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=151&highlighted_blocks=3773603_86722311_0_42_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3773603_86722311_0_42_0__5309&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Arosfa Hotel London by Compass Hospitality","Camden, Londra Mostra sulla mappa","£48","1 notte, 1 adulto","Camera Singola","1 letto singolo","8,7","Favoloso","642 recensioni","https://www.booking.com/hotel/gb/arosfa-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=3780401_95161420_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=152&highlighted_blocks=3780401_95161420_0_2_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3780401_95161420_0_2_0__4752&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"New Linden Hotel","Kensington e Chelsea, Londra Mostra sulla mappa","£54","1 notte, 1 adulto","Camera Singola Standard","1 letto singolo","7,6","Buono","1.785 recensioni","https://www.booking.com/hotel/gb/newlindenhotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=4342_115310432_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=153&highlighted_blocks=4342_115310432_0_2_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=4342_115310432_0_2_0__5399&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Covent Garden Apartments","Quartiere di Westminster, Londra Mostra sulla mappa","£54","1 notte, 1 adulto","Appartamento Deluxe","1 letto matrimoniale","","","","https://www.booking.com/hotel/gb/stayinn-covent-garden.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=696145101_286453231_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=154&highlighted_blocks=696145101_286453231_2_0_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=696145101_286453231_2_0_0__5399&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Albro House Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£54","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,9","Buono","474 recensioni","https://www.booking.com/hotel/gb/albro-house.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=25927801_199613777_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=155&highlighted_blocks=25927801_199613777_0_1_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=25927801_199613777_0_1_0__5399&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Copthorne Tara Hotel London Kensington","Kensington e Chelsea, Londra Mostra sulla mappa","£54","1 notte, 1 adulto","Camera Matrimoniale con Accesso Disabili","1 letto matrimoniale alla francese","7,7","Buono","5.014 recensioni","https://www.booking.com/hotel/gb/copthornetara.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=12342825_285631348_0_42_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=156&highlighted_blocks=12342825_285631348_0_42_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12342825_285631348_0_42_0__5416&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mercure London Kensington Hotel","Kensington e Chelsea, Londra Mostra sulla mappa","£54","1 notte, 1 adulto","Camera Singola con 1 Letto Matrimoniale","1 letto matrimoniale alla francese","7,2","Buono","1.092 recensioni","https://www.booking.com/hotel/gb/countryinn.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=11031513_246101532_1_42_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=157&highlighted_blocks=11031513_246101532_1_42_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=11031513_246101532_1_42_0__5448&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
